ω [1/fs],ω [ω_0],Re{n(ω)},Im{n(ω)}
1.7009977859519734,0.7224256610821778,0.7638035350447527,0.2917891953762868
1.708524324827867,0.7256222348037803,0.768222352012007,0.28991851740813585
1.7160508637037606,0.7288188085253828,0.7725825747258114,0.28814547341302427
1.7235774025796546,0.7320153822469855,0.7769385691355615,0.2863472865797672
1.7311039414555482,0.735211955968588,0.7811611443625918,0.2845208504100588
1.738630480331442,0.7384085296901907,0.7852799534050805,0.2827795255031382
1.7461570192073357,0.7416051034117932,0.7893806964933352,0.28105959555479965
1.7536835580832293,0.7448016771333957,0.793382385305341,0.27929937244146585
1.761210096959123,0.7479982508549982,0.7972600306024333,0.2775822021122562
1.7687366358350167,0.7511948245766008,0.8011021100755874,0.2759006340111513
1.7762631747109103,0.7543913982982033,0.8048852333332115,0.27418208286338375
1.783789713586804,0.7575879720198059,0.8085603259840058,0.2724726564518411
1.7913162524626975,0.7607845457414084,0.8121881314171367,0.2708088068268296
1.7988427913385912,0.763981119463011,0.815782869166971,0.26913342880045293
1.8063693302144852,0.7671776931846136,0.8192895693464514,0.26745640812758226
1.8138958690903788,0.7703742669062161,0.8227309343232679,0.26582527264760564
1.8214224079662726,0.7735708406278188,0.8261396801960743,0.26420543999805635
1.8289489468421662,0.7767674143494213,0.8294751868101371,0.26257650672842714
1.8364754857180599,0.7799639880710239,0.8327341280436451,0.2609768874017353
1.8440020245939535,0.7831605617926264,0.8359554275246979,0.25939604236378067
1.8515285634698473,0.7863571355142289,0.8391231669900668,0.2578028824573101
1.859055102345741,0.7895537092358315,0.8422200363396248,0.2562222599444505
1.8665816412216345,0.792750282957434,0.8452767712399106,0.2546652274605425
1.874108180097528,0.7959468566790365,0.8482957745475572,0.2531049825076027
1.8816347189734217,0.7991434304006391,0.8512530079235011,0.2515507996043049
1.8891612578493158,0.8023400041222417,0.8541633684105626,0.2500230051653582
1.8966877967252094,0.8055365778438442,0.8570392131356864,0.24850301823461268
1.9042143356011032,0.8087331515654469,0.8598601094193371,0.24698483043211286
1.9117408744769968,0.8119297252870494,0.8626277697797169,0.2454870491181062
1.9192674133528904,0.815126299008652,0.8653601625674582,0.24400139271505686
1.926793952228784,0.8183228727302545,0.8680472942488049,0.24251414595032222
1.9343204911046779,0.821519446451857,0.8706831903673615,0.24103897365214286
1.9418470299805715,0.8247160201734596,0.8732845309865173,0.23957861279135753
1.949373568856465,0.8279125938950621,0.8758504930729244,0.2381196007387072
1.9569001077323587,0.8311091676166646,0.8783703967864944,0.2366689065548213
1.9644266466082523,0.8343057413382672,0.880853768338514,0.2352355053431747
1.9719531854841463,0.8375023150598698,0.8833056270259558,0.23380905049333567
1.97947972436004,0.8406988887814724,0.8857151191401142,0.2323882183242108
1.9870062632359338,0.843895462503075,0.8880848484977955,0.23098266353435343
1.9945328021118274,0.8470920362246775,0.8904237656748212,0.22958633385939534
2.002059340987721,0.8502886099462802,0.8927253844516256,0.2281928295385383
2.009585879863615,0.8534851836678826,0.8949879084845989,0.22681002636068656
2.0171124187395084,0.8566817573894852,0.8972209147610863,0.22543783536203954
2.024638957615402,0.8598783311110877,0.8994228904814244,0.22406893363282043
2.0321654964912956,0.8630749048326902,0.901588738448484,0.22270828618040114
2.0396920353671892,0.8662714785542928,0.9037249544037471,0.22136014144183538
2.047218574243083,0.8694680522758953,0.9058334709563942,0.220018269215295
2.054745113118977,0.872664625997498,0.9079080925609085,0.2186830947857746
2.0622716519948705,0.8758611997191005,0.9099514163792897,0.21736007762030354
2.069798190870764,0.879057773440703,0.9119681453307324,0.2160448819550901
2.0773247297466577,0.8822543471623056,0.9139539316172582,0.2147342625410683
2.0848512686225518,0.8854509208839083,0.9159085613076781,0.21343321345627256
2.0923778074984454,0.8886474946055108,0.9178380361675113,0.21214070626873016
2.099904346374339,0.8918440683271133,0.9197408512085684,0.21085236479608063
2.1074308852502326,0.8950406420487158,0.9216144366007337,0.20957178851416577
2.114957424126126,0.8982372157703183,0.9234635363541454,0.20830109889373305
2.12248396300202,0.9014337894919209,0.9252888204691796,0.20703618726962966
2.1300105018779134,0.9046303632135234,0.9270864378185827,0.20577794845491074
2.1375370407538075,0.9078269369351261,0.9288586526951205,0.2045298973419545
2.145063579629701,0.9110235106567286,0.9306081780575542,0.20328857583550441
2.1525901185055947,0.9142200843783311,0.9323317578542594,0.2020524255132486
2.1601166573814883,0.9174166580999337,0.9340298443042656,0.20082474573004733
2.1676431962573823,0.9206132318215364,0.9357064213955939,0.1996043049268297
2.175169735133276,0.923809805543139,0.9373600812338968,0.19838819022699944
2.1826962740091695,0.9270063792647414,0.9389894710601322,0.19717923832500842
2.190222812885063,0.9302029529863439,0.9405982795199248,0.19597851994087964
2.1977493517609568,0.9333995267079465,0.9421866401375354,0.19478298854248152
2.2052758906368504,0.936596100429549,0.9437518110769744,0.1935939974482176
2.212802429512744,0.9397926741511515,0.94529597630879,0.19241375811776443
